Rank;Sourceid;Title;Issn;Publisher;Open Access;SJR;SJR Best Quartile;H index;Coverage;Categories;Areas;Country
25027;28700;Materials Science Forum;02555476, 16629752;Trans Tech Publications Ltd;No;0,155;Q4;93;1984-1986, 1991, 1994-2026;"Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)";"Engineering; Materials Science; Physics and Astronomy";Switzerland
25028;21101224875;Migracijske i Etnicke Teme;18489184, 13332546;;Yes;0,155;Q4;3;2020-2025;"Demography (Q4); Political Science and International Relations (Q4)";Social Sciences;Croatia
25029;22255;National Institute Economic Review;17413036, 00279501;Cambridge University Press;No;0,155;Q4;43;1960-2026;Economics, Econometrics and Finance (miscellaneous) (Q4);Economics, Econometrics and Finance;United Kingdom
25030;22134;Ornis Svecica;20032633, 11026812;BirdLife Sweden;Yes;0,155;Q4;17;1991-2025;Animal Science and Zoology (Q4);Agricultural and Biological Sciences;Sweden
25031;16841;Podravina;13335286;Hrvatski Zemljopis;No;0,155;Q4;8;2003-2025;Geography, Planning and Development (Q4);Social Sciences;Croatia
25032;85449;Polish Journal of Soil Science;24498254, 00792985;;No;0,155;Q4;15;1976, 1978-1979, 1987-2023;"Earth-Surface Processes (Q4); Ecology (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science";Poland
25033;21101140402;Reproductive Health of Woman;27088731, 27088723;Publishing House Professional-Event;Yes;0,155;Q4;8;2020-2025;"Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";Medicine;Ukraine
25034;15100;Revista Brasileira de Oftalmologia;19828551, 00347280;Sociedade Brasileira de Oftalmologia;Yes;0,155;Q4;15;1947-1971, 1973-2026;"Ophthalmology (Q4); Surgery (Q4)";Medicine;Brazil
25035;21100831466;Revista de Ciencias Agroveterinarias;22381171, 16769732;State University of Santa Catarina;Yes;0,155;Q4;11;2017-2025;"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Plant Science (Q4); Soil Science (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Veterinary";Brazil
25036;19400157258;Salud Uninorte;20117531, 01205552;Universidad del Norte;Yes;0,155;Q4;16;2002-2003, 2005-2026;Medicine (miscellaneous) (Q4);Medicine;Colombia
25037;21100843362;Stochastics and Quality Control;23672390, 23672404;Walter de Gruyter GmbH;No;0,155;Q4;17;2001-2013, 2017-2026;"Applied Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Safety, Risk, Reliability and Quality (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Engineering; Mathematics";Germany
25038;19900192125;Strategic Comments;13567888;Routledge;No;0,155;Q4;5;2001-2005, 2007-2026;Political Science and International Relations (Q4);Social Sciences;United Kingdom
25039;21100227015;Studies of Transition States and Societies;17368758, 1736874X;Tallinn University;Yes;0,155;Q4;17;2009-2025;Sociology and Political Science (Q4);Social Sciences;Estonia
25040;21101187705;Underwater Acoustic Conference and Exhibition Series;24080195;;No;0,155;-;7;2019, 2023, 2025;"Acoustics and Ultrasonics; Environmental Engineering; Geophysics; Oceanography";"Earth and Planetary Sciences; Environmental Science; Physics and Astronomy";Greece
25041;10300153365;English Literary Renaissance;14756757, 00138312;University of Chicago Press;No;0,154;Q1;24;1971-2026;Literature and Literary Theory (Q1);Arts and Humanities;United Kingdom
25042;21100876243;Itinerarios;15077241;University of Warsaw;No;0,154;Q1;5;2018-2025;"Literature and Literary Theory (Q1); History (Q2); Anthropology (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences";Poland
25043;21101115403;Ming Qing Yanjiu;24684791, 17248574;Brill Academic Publishers;No;0,154;Q1;7;1992-2003, 2005-2007, 2011-2013, 2015-2025;"Literature and Literary Theory (Q1); History (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences";Netherlands
25044;21101030206;Revista de Cancioneros Impresos y Manuscritos;22547444;Universidad de Alicante;Yes;0,154;Q1;3;2017, 2019-2026;"Literature and Literary Theory (Q1); Library and Information Sciences (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences";Spain
25045;21100899305;SARE;0127046X;University of Malaya;Yes;0,154;Q1;4;2018-2025;"Literature and Literary Theory (Q1); Cultural Studies (Q2); Linguistics and Language (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences";Malaysia
25046;21101042152;Semitica et Classica;22959041, 20315937;Brepols Publishers;No;0,154;Q1;5;2019-2024;"Literature and Literary Theory (Q1); History (Q2); Religious Studies (Q2); Archeology (arts and humanities) (Q3)";Arts and Humanities;Belgium
25047;17700155415;Sungkyun Journal of East Asian Studies;25860380, 15982661;Duke University Press;Yes;0,154;Q1;8;2010-2025;"Literature and Literary Theory (Q1); Cultural Studies (Q2); Religious Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences";South Korea
25048;21100967846;Ankara Universitesi Ilahiyat Fakultesi Dergisi;13010522, 13092057;Ankara University, Journal of the Faculty of Divinity;Yes;0,154;Q2;3;2019-2025;Religious Studies (Q2);Arts and Humanities;Turkey
25049;15735;Australian Journal of Politics and History;00049522, 14678497;Wiley-Blackwell Publishing Ltd;No;0,154;Q2;29;1955-2026;"History (Q2); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences";United Kingdom
25050;5700162095;Cold War History;14682745, 17437962;Routledge;No;0,154;Q2;29;2000-2026;"History (Q2); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences";United Kingdom
25051;21101186338;Estudios de Filosofia (Colombia);01213628, 2256358X;Universidad de Antioquia;Yes;0,154;Q2;5;2022-2026;Philosophy (Q2);Arts and Humanities;Colombia
25052;21100876932;Intersections (Australia);14409151;Australian National University, Dept. of Gender, Media and Cultural Studies;Yes;0,154;Q2;5;2018-2025;"Cultural Studies (Q2); History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences";Australia
25053;21100900136;Perspectiva Teologica;21768757, 01024469;Faculdade Jesuita de Filosofia e Teologia;Yes;0,154;Q2;4;2018-2025;"Philosophy (Q2); Religious Studies (Q2); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences";Brazil
25054;21101040618;Polish Journal of Aesthetics;25448242, 25448234;Jagiellonian University - Institute of Philosophy;Yes;0,154;Q2;4;2017-2025;"Philosophy (Q2); Arts and Humanities (miscellaneous) (Q3)";Arts and Humanities;Poland
25055;5700168298;Souls;10999949, 15483843;Taylor and Francis Ltd.;No;0,154;Q2;28;1999-2000, 2002-2022, 2025;"Cultural Studies (Q2); Sociology and Political Science (Q4)";Social Sciences;United Kingdom
25056;21101052922;Arab Journal of Forensic Sciences and Forensic Medicine;16586786, 16586794;Naif University Publishing House;Yes;0,154;Q3;5;2019-2026;"Law (Q3); Biochemistry (medical) (Q4); Epidemiology (Q4); Pathology and Forensic Medicine (Q4); Toxicology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences";Saudi Arabia
25057;21101038745;Cognitive Semiotics;22352066;De Gruyter Mouton;No;0,154;Q3;16;2009, 2014-2025;"Linguistics and Language (Q3); Communication (Q4)";Social Sciences;Germany
25058;21101032706;European Competition and Regulatory Law Review;25103148;Lexxion Verlagsgesellschaft mbH;No;0,154;Q3;6;2017-2025;"Law (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences";Germany
25059;21101238418;InfoDesign;18085377;Sociedade Brasileira de Design da Informacao;Yes;0,154;Q3;3;2021-2025;"Arts and Humanities (miscellaneous) (Q3); Communication (Q4); Computer Graphics and Computer-Aided Design (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Computer Science; Social Sciences";Brazil
25060;21101186199;Journal of Learning Spaces;21586195;University of North Carolina at Greensboro;No;0,154;Q3;10;2019-2023;"Library and Information Sciences (Q3); Education (Q4); Public Administration (Q4)";Social Sciences;United States
25061;5700190690;Nueva Revista de Filologia Hispanica;01850121, 24486558;Colegio de Mexico, A.C., Departamento de Publicaciones;Yes;0,154;Q3;8;2011-2026;Linguistics and Language (Q3);Social Sciences;Mexico
25062;21101062500;Review of European Administrative Law;18747973, 18747981;Uitgeverij Paris;No;0,154;Q3;10;2019-2025;Law (Q3);Social Sciences;Netherlands
25063;21100847298;Sagvntvm;2174517X, 02103729;Universitat de Valencia;Yes;0,154;Q3;6;2017-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences";Spain
25064;21100396507;Algorithmic Finance;21576203, 21585571;SAGE Publications Ltd;No;0,154;Q4;14;2011-2023;"Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Finance (Q4)";"Computer Science; Economics, Econometrics and Finance; Mathematics";Netherlands
25065;20981;American Ceramic Society Bulletin;00027812;American Ceramic Society;No;0,154;Q4;47;1969-1990, 1993-2026;Ceramics and Composites (Q4);Materials Science;United States
25066;21100903715;Annals of Clinical and Experimental Neurology;24092533, 20755473;Eco-Vector LLC;Yes;0,154;Q4;8;2018-2025;"Cellular and Molecular Neuroscience (Q4); Cognitive Neuroscience (Q4); Multidisciplinary (Q4); Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Multidisciplinary; Neuroscience";Russian Federation
25067;21101252467;Annual of Sofia University ;26035529, 13139215;;No;0,154;Q4;2;2020-2025;"Algebra and Number Theory (Q4); Applied Mathematics (Q4); Artificial Intelligence (Q4); Computer Science Applications (Q4)";"Computer Science; Mathematics";Bulgaria
25068;21100871804;Asia-Pacific Journal of Science and Technology;25396293;Khon Kaen University,Research and Technology Transfer Affairs Division;Yes;0,154;Q4;14;2017-2026;"Agricultural and Biological Sciences (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Engineering; Medicine";Thailand
25069;21101270639;Avicenna Journal of Clinical Microbiology and Infection;23830301, 23830298;Hamadan University of Medical Sciences;No;0,154;Q4;6;2021-2025;"Immunology and Microbiology (miscellaneous)  (Q4); Infectious Diseases (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine";Iran
25070;5800207504;Cell and Tissue Biology;1990519X, 19905203;Pleiades Publishing;No;0,154;Q4;23;2007-2026;Cell Biology (Q4);Biochemistry, Genetics and Molecular Biology;United States
25071;17700155009;Comprehensive Analytical Chemistry;0166526X;Elsevier B.V.;No;0,154;Q4;41;1979-1980, 1982-1984, 1991-1992, 1996, 1999-2009, 2011-2026;"Analytical Chemistry (Q4); Spectroscopy (Q4)";Chemistry;Netherlands
25072;21101274715;Environmental Problems;25224417, 24145955;Lviv Polytechnic National University;Yes;0,154;Q4;4;2021-2025;Environmental Science (miscellaneous) (Q4);Environmental Science;Ukraine
25073;20700195034;European Journal of Computational Mechanics;26422085, 26422050;;No;0,154;Q4;32;2006-2025;"Mechanical Engineering (Q4); Mechanics of Materials (Q4); Modeling and Simulation (Q4)";"Engineering; Mathematics";United Kingdom
25074;7400153103;Frontiers of Business Research in China;16737326, 16737431;Higher Education Press Limited Company;Yes;0,154;Q4;27;2007-2025;"Business, Management and Accounting (miscellaneous) (Q4); Public Administration (Q4)";"Business, Management and Accounting; Social Sciences";Singapore
25075;19800188011;Geriatrie et Psychologie Neuropsychiatrie du Vieillissement;21158789, 21157863;John Libbey;No;0,154;Q4;23;2011-2025;"Biological Psychiatry (Q4); Geriatrics and Gerontology (Q4); Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4)";"Medicine; Neuroscience; Psychology";France
25076;21101042488;IMAGING;27320960;Akademiai Kiado;Yes;0,154;Q4;24;2020-2026;"Medicine (miscellaneous) (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine";Hungary
25077;21101067228;Infection, Epidemiology and Microbiology;25884115, 25884107;Tarbiat Modares University;Yes;0,154;Q4;6;2019-2025;"Epidemiology (Q4); Immunology (Q4); Infectious Diseases (Q4); Parasitology (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine";Iran
25078;19700186845;Ingenieria y Universidad;01232126, 20112769;Pontificia Universidad Javeriana;Yes;0,154;Q4;14;2008-2025;Engineering (miscellaneous) (Q4);Engineering;Colombia
25079;28477;International Journal of Computational Geometry and Applications;17936357, 02181959;World Scientific;No;0,154;Q4;43;1995-2025;"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Geometry and Topology (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics";Singapore
25080;21100258851;International Journal of Interdisciplinary Global Studies;2324755X, 23247568;Common Ground Research Networks;No;0,154;Q4;6;2013-2026;Social Sciences (miscellaneous) (Q4);Social Sciences;United States
25081;21100242240;International Journal of Internet Technology and Secured Transactions;17485703, 1748569X;Inderscience;No;0,154;Q4;17;2007, 2009-2025;"Computer Networks and Communications (Q4); Computer Science Applications (Q4)";Computer Science;Switzerland
25082;20500195092;International Journal of Sustainable Society;17562546, 17562538;Inderscience Enterprises Ltd;No;0,154;Q4;21;2008-2025;"Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Sociology and Political Science (Q4)";"Environmental Science; Social Sciences";United Kingdom
25083;21101308313;JCEM Case Reports;27551520;Oxford University Press;Yes;0,154;Q4;2;2022, 2024-2026;Endocrinology, Diabetes and Metabolism (Q4);Medicine;United Kingdom
25084;21101283318;Journal of Contemporary Medical Sciences;24130516, 24151629;Nab'a Al-Hayat Foundation for Medical Sciences and Health Care;Yes;0,154;Q4;6;2021-2025;Dentistry (miscellaneous) (Q4);Dentistry;Iraq
25085;21101244195;Journal of Dental Specialities;23939834, 23207302;IP Innovative Publication Pvt. Ltd.;No;0,154;Q4;2;2020-2025;Dentistry (miscellaneous) (Q4);Dentistry;India
25086;21101161481;Journal of Functional Polymers;10089357;Editorial Department of Journal of Functional Polymers;No;0,154;Q4;9;2019-2026;"Materials Science (miscellaneous) (Q4); Polymers and Plastics (Q4)";Materials Science;China
25087;21100792112;Journal of Pediatric and Neonatal Individualized Medicine;22810692;Hygeia Press di Corridori Marinella;Yes;0,154;Q4;12;2016-2025;Pediatrics, Perinatology and Child Health (Q4);Medicine;Italy
25088;24386;Journal of the Canadian Dental Association;14882159, 07098936;Canadian Dental Association;No;0,154;Q4;74;1946-1949, 1979-2025;"Dentistry (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Dentistry; Medicine";Canada
25089;11000153705;Journal of Transnational Management;15475778, 15475786;Taylor and Francis Ltd.;No;0,154;Q4;22;2005-2023;"Development (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences";United Kingdom
25090;4000148103;Kathmandu University Medical Journal;18122078, 18122027;Kathmandu University;No;0,154;Q4;35;2003-2025;Medicine (miscellaneous) (Q4);Medicine;Nepal
25091;7200153172;Korean Journal of Materials Research;12250562;Korea Federation of Science and Technology;No;0,154;Q4;15;2007-2025;Materials Science (miscellaneous) (Q4);Materials Science;South Korea
25092;19900193611;Malaysian Journal of Microbiology;22317538, 18238262;Universiti Sains Malaysia;Yes;0,154;Q4;24;2010-2025;"Applied Microbiology and Biotechnology (Q4); Infectious Diseases (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine";Malaysia
